Year,Month,Customer,Product,Units_Sold,Price_per_Unit,Revenue,Customer_Name
2019,Jan,Customer 41,Product D,7,85.75366489003093,600.2756542302166,James Brown
2019,Jan,Customer 268,Product B,33,11.038043277172246,364.2554281466841,Daniel Jackson
2019,Jan,Customer 407,Product E,99,61.173289832234076,6056.155693391173,Sophia Anderson
2019,Jan,Customer 214,Product C,35,49.860417890385186,1745.1146261634815,Emily Anderson
2019,Jan,Customer 101,Product C,1,73.56430451066295,73.56430451066295,Daniel Miller
2019,Jan,Customer 255,Product C,9,72.5129745201498,652.6167706813482,Rachel Brown
2019,Jan,Customer 346,Product B,77,24.163324221862638,1860.5759650834232,Jessica Martinez
2019,Jan,Customer 352,Product A,52,58.511179337756445,3042.581325563335,John Martin
2019,Jan,Customer 388,Product E,23,62.41965103139264,1435.6519737220308,Megan Jackson
2019,Jan,Customer 143,Product C,29,26.735825721704135,775.3389459294199,John Taylor
2019,Jan,Customer 160,Product C,86,88.64444470644948,7623.422244754655,David Brown
2019,Jan,Customer 170,Product E,62,65.17335686849023,4040.7481258463945,Matthew Martin
2019,Jan,Customer 134,Product D,28,25.75184153559919,721.0515629967773,Sophia White
2019,Jan,Customer 340,Product C,92,38.84829461731262,3574.043104792761,James Martinez
2019,Jan,Customer 190,Product A,1,26.65384044148446,26.65384044148446,Jane Wilson
2019,Jan,Customer 446,Product A,77,86.76940540935263,6681.244216520153,Matthew Miller
2019,Jan,Customer 359,Product C,9,51.058847279103404,459.52962551193065,Hannah Wilson
2019,Jan,Customer 225,Product C,44,28.191924613538546,1240.444682995696,Rachel Garcia
2019,Jan,Customer 315,Product A,52,39.54481222603293,2056.3302357537123,Joshua Jones
2019,Jan,Customer 497,Product B,52,28.453225969667113,1479.5677504226899,Hannah Martin
2019,Jan,Customer 295,Product B,3,33.58343943259312,100.75031829777936,Joseph Jones
2019,Jan,Customer 113,Product A,59,62.9086117280902,3711.608091957322,Sophia Moore
2019,Jan,Customer 130,Product D,54,8.139819625552096,439.5502597798132,Chris Thompson
2019,Jan,Customer 224,Product A,1,27.75837961336238,27.75837961336238,Joseph Johnson
2019,Jan,Customer 130,Product E,44,47.53940063444371,2091.7336279155234,Jane Miller
2019,Jan,Customer 198,Product D,55,77.35386345622817,4254.462490092549,Emily Jackson
2019,Jan,Customer 123,Product A,38,39.93939760832906,1517.6971091165042,Sophia Anderson
2019,Jan,Customer 372,Product B,70,42.888322032232544,3002.182542256278,Michael Johnson
2019,Jan,Customer 240,Product A,73,35.474106172314904,2589.609750578988,Rachel Williams
2019,Jan,Customer 326,Product E,3,61.134829602882974,183.40448880864892,Andrew Thompson
2019,Jan,Customer 443,Product D,19,72.55920558161169,1378.6249060506223,Rachel Robinson
2019,Jan,Customer 147,Product D,96,14.136772353684972,1357.1301459537572,David Martin
2019,Jan,Customer 489,Product A,40,41.73985789855105,1669.5943159420422,Chris Johnson
2019,Jan,Customer 338,Product A,11,37.40130334977456,411.41433684752013,John Jackson
2019,Jan,Customer 473,Product B,23,56.437557513618756,1298.0638228132314,Rachel Brown
2019,Jan,Customer 298,Product C,7,67.698484373247,473.889390612729,Michael Harris
2019,Jan,Customer 346,Product A,60,29.778771608888857,1786.7262965333314,Rachel Anderson
2019,Jan,Customer 385,Product D,69,90.5397154305164,6247.240364705632,Joshua Garcia
2019,Jan,Customer 9,Product A,99,71.53399384741327,7081.865390893914,Daniel Wilson
2019,Jan,Customer 208,Product C,20,89.27321030518614,1785.4642061037227,Joshua Brown
2019,Jan,Customer 120,Product A,24,85.8382026329137,2060.116863189929,Joseph Brown
2019,Jan,Customer 113,Product D,38,68.55388419785172,2605.047599518365,Ashley Miller
2019,Jan,Customer 254,Product C,89,68.0326680652653,6054.907457808612,Daniel Thompson
2019,Jan,Customer 349,Product B,82,51.133306590691525,4192.931140436705,Michael Wilson
2019,Jan,Customer 163,Product E,41,21.71289900434781,890.2288591782602,Matthew Martin
2019,Jan,Customer 68,Product A,14,35.912971325130435,502.7815985518261,Laura Garcia
2019,Jan,Customer 404,Product C,17,34.265775225976974,582.5181788416086,Michael Thomas
2019,Jan,Customer 176,Product D,59,39.93300129064618,2356.0470761481247,Rachel Garcia
2019,Jan,Customer 375,Product E,51,89.74442274182576,4576.965559833114,Joseph Miller
2019,Jan,Customer 283,Product C,98,38.25744873099419,3749.229975637431,Joshua Wilson
2019,Jan,Customer 97,Product D,64,87.0959186818308,5574.138795637171,Joseph Miller
2019,Jan,Customer 317,Product C,4,7.310016810988115,29.24006724395246,John Wilson
2019,Jan,Customer 49,Product A,44,94.34356551352685,4151.116882595182,Joshua Robinson
2019,Jan,Customer 477,Product E,6,40.16507652426722,240.99045914560332,Sophia Taylor
2019,Jan,Customer 233,Product E,24,36.4212789436988,874.1106946487712,Hannah Smith
2019,Jan,Customer 302,Product E,95,96.54389782347901,9171.670293230507,Emily Jones
2019,Jan,Customer 481,Product D,63,34.041216832282274,2144.596660433783,Daniel Harris
2019,Feb,Customer 416,Product A,67,21.101810935178786,1413.8213326569787,Andrew Miller
2019,Feb,Customer 281,Product B,95,85.20024836899958,8094.02359505496,Hannah Williams
2019,Feb,Customer 323,Product B,32,68.7586340982848,2200.2762911451136,Sophia Moore
2019,Feb,Customer 151,Product B,27,33.052605899799175,892.4203592945778,Ashley Jackson
2019,Feb,Customer 474,Product A,33,17.979026486992737,593.3078740707604,Hannah Smith
2019,Feb,Customer 246,Product E,42,81.8893097704588,3439.3510103592694,Joshua Martin
2019,Feb,Customer 355,Product B,25,63.09380253223965,1577.3450633059913,Hannah Taylor
2019,Feb,Customer 316,Product B,7,52.64404799528396,368.5083359669877,Jane Garcia
2019,Feb,Customer 173,Product D,65,11.739387114993129,763.0601624745534,Matthew Davis
2019,Feb,Customer 494,Product D,87,7.623593328001947,663.2526195361694,Hannah Jones
2019,Feb,Customer 354,Product B,32,59.93661339463653,1917.971628628369,John Anderson
2019,Feb,Customer 342,Product C,25,19.7289535891357,493.2238397283925,Sarah Johnson
2019,Feb,Customer 190,Product E,22,61.12915975405602,1344.8415145892325,Jane Martin
2019,Feb,Customer 342,Product A,52,8.689299770795204,451.8435880813506,John Jones
2019,Feb,Customer 271,Product C,60,36.031867970623885,2161.912078237433,Jessica Robinson
2019,Feb,Customer 264,Product E,60,25.5029976122001,1530.179856732006,Ashley Robinson
2019,Feb,Customer 5,Product D,6,9.909763511017731,59.45858106610639,Andrew Miller
2019,Feb,Customer 372,Product C,55,18.14354377969113,997.8949078830121,David Garcia
2019,Feb,Customer 144,Product E,30,8.901414092948201,267.04242278844606,Jane Robinson
2019,Feb,Customer 120,Product C,92,75.68405108491596,6962.932699812269,Andrew Smith
2019,Feb,Customer 346,Product E,90,96.45159939440288,8680.643945496258,Joseph Robinson
2019,Feb,Customer 279,Product A,12,43.85052971935564,526.2063566322677,Matthew Thomas
2019,Feb,Customer 58,Product B,1,47.02346182445492,47.02346182445492,Andrew Brown
2019,Feb,Customer 96,Product A,1,95.71220166300344,95.71220166300344,David Wilson
2019,Feb,Customer 487,Product E,22,74.35373507337276,1635.7821716142007,Ashley Jones
2019,Feb,Customer 451,Product D,26,38.81740447186985,1009.2525162686161,Ashley Taylor
2019,Feb,Customer 485,Product A,29,16.02690084815704,464.7801245965542,Rachel Anderson
2019,Feb,Customer 69,Product A,94,86.26875548104569,8109.263015218295,Ashley White
2019,Feb,Customer 500,Product E,76,6.630304674016273,503.90315522523673,Jane Jackson
2019,Feb,Customer 474,Product E,39,37.89891050349308,1478.05750963623,Michael Garcia
2019,Feb,Customer 254,Product E,23,9.565597798718205,220.0087493705187,Emily Martinez
2019,Feb,Customer 246,Product E,34,29.784894217462824,1012.686403393736,Rachel Jones
2019,Feb,Customer 394,Product B,19,52.79794456510833,1003.1609467370583,Joshua Harris
2019,Feb,Customer 257,Product E,4,63.50586061704181,254.02344246816725,John Martin
2019,Feb,Customer 336,Product B,92,60.64868022097901,5579.678580330069,Andrew Martin
2019,Feb,Customer 475,Product D,24,69.33099252638327,1663.9438206331984,Sophia Smith
2019,Feb,Customer 163,Product D,33,48.53402459669408,1601.6228116909047,Joseph Brown
2019,Feb,Customer 179,Product C,12,41.67975059107356,500.1570070928827,Chris Miller
2019,Feb,Customer 417,Product B,43,23.600157804983162,1014.806785614276,Matthew Thomas
2019,Feb,Customer 397,Product D,95,40.839612906657706,3879.763226132482,Emily Jones
2019,Feb,Customer 253,Product C,35,36.97265041442902,1294.0427645050156,Jessica Harris
2019,Feb,Customer 90,Product E,26,69.75329855241503,1813.5857623627908,Joshua Davis
2019,Feb,Customer 418,Product C,7,16.225658624057345,113.57961036840142,Hannah White
2019,Feb,Customer 114,Product E,75,88.35984128507003,6626.9880963802525,Megan Thomas
2019,Feb,Customer 420,Product A,21,96.92015239442351,2035.3232002828938,Andrew Martinez
2019,Feb,Customer 164,Product B,73,59.00942695624604,4307.688167805961,Sarah Moore
2019,Feb,Customer 227,Product A,99,44.19867930658552,4375.6692513519665,Chris Brown
2019,Feb,Customer 466,Product A,96,37.37633632403669,3588.1282871075227,Jessica Williams
2019,Feb,Customer 190,Product E,12,45.75443260062674,549.053191207521,Chris Smith
2019,Feb,Customer 13,Product A,99,14.796767539413597,1464.879986401946,James Robinson
2019,Feb,Customer 273,Product A,62,52.17331311489238,3234.7454131233276,John Miller
2019,Feb,Customer 217,Product E,59,14.498564280377021,855.4152925422443,Andrew Thompson
2019,Feb,Customer 100,Product D,61,91.01128775983005,5551.688553349633,Sarah Johnson
2019,Feb,Customer 76,Product A,71,95.89608408701335,6808.621970177948,Matthew Thomas
2019,Feb,Customer 223,Product D,83,51.83743748832147,4302.507311530682,Chris Jackson
2019,Feb,Customer 144,Product E,69,32.85502331131613,2266.996608480813,Jessica Harris
2019,Feb,Customer 25,Product D,85,76.47558029657961,6500.4243252092665,James Jones
2019,Feb,Customer 151,Product A,39,13.664579789625584,532.9186117953977,John Harris
2019,Feb,Customer 42,Product B,39,99.61346799288127,3884.9252517223695,Hannah Moore
2019,Feb,Customer 122,Product E,35,89.33189736203848,3126.6164076713467,James Brown
2019,Feb,Customer 235,Product C,18,97.02193467754282,1746.3948241957708,David Wilson
2019,Feb,Customer 9,Product B,58,63.7307160150448,3696.381528872598,John Smith
2019,Feb,Customer 253,Product E,40,11.912485604598384,476.4994241839354,Michael Wilson
2019,Feb,Customer 434,Product C,66,12.728134160980478,840.0568546247115,James Smith
2019,Feb,Customer 165,Product C,8,40.55572559683143,324.44580477465144,Ashley Smith
2019,Feb,Customer 321,Product D,17,94.98861485146658,1614.8064524749318,Jessica Davis
2019,Feb,Customer 217,Product E,4,38.27073343652979,153.08293374611915,Michael Taylor
2019,Feb,Customer 252,Product C,61,40.90882106161418,2495.438084758465,Hannah Taylor
2019,Feb,Customer 167,Product C,74,91.10366658399992,6741.671327215994,Jane Jackson
2019,Feb,Customer 39,Product C,45,6.078596252904811,273.5368313807165,Rachel Jackson
2019,Feb,Customer 220,Product B,20,16.287702045466833,325.75404090933665,Emily Jones
2019,Feb,Customer 317,Product A,39,75.87426353021522,2959.0962776783936,James White
2019,Feb,Customer 461,Product D,62,43.02117482284236,2667.3128390162265,Michael Martinez
2019,Feb,Customer 369,Product A,56,55.19516152323487,3090.9290453011527,John Brown
2019,Feb,Customer 117,Product B,44,97.90056353165573,4307.624795392852,Joseph Smith
2019,Feb,Customer 173,Product E,47,89.65859580131675,4213.954002661887,Joshua Martinez
2019,Feb,Customer 374,Product E,75,92.31599295147265,6923.699471360449,Emily Martinez
2019,Feb,Customer 164,Product C,19,97.0837408838144,1844.5910767924736,Jessica Harris
2019,Feb,Customer 402,Product A,49,71.09612545353863,3483.710147223393,Emily Smith
2019,Feb,Customer 415,Product A,54,60.50985963269452,3267.532420165504,Joseph Anderson
2019,Feb,Customer 144,Product A,75,31.69150301126188,2376.862725844641,Joseph Smith
2019,Feb,Customer 224,Product D,24,63.91259679114599,1533.9023229875038,Daniel White
2019,Feb,Customer 8,Product B,92,66.45059435852876,6113.454680984646,Andrew Smith
2019,Mar,Customer 136,Product B,60,60.44733062583285,3626.839837549971,Jane Garcia
2019,Mar,Customer 220,Product E,41,29.695236971154955,1217.5047158173531,Megan Davis
2019,Mar,Customer 411,Product A,73,34.405123547201136,2511.574018945683,Sophia Wilson
2019,Mar,Customer 212,Product E,92,30.74097603893734,2828.169795582235,John Harris
2019,Mar,Customer 397,Product C,6,95.23099176273278,571.3859505763967,Laura Jones
2019,Mar,Customer 256,Product E,47,92.32177242437815,4339.123303945773,Laura Anderson
2019,Mar,Customer 10,Product B,5,7.50486257723894,37.5243128861947,Chris Moore
2019,Mar,Customer 289,Product A,18,98.79123228491973,1778.242181128555,Chris Anderson
2019,Mar,Customer 177,Product C,85,76.20993849772685,6477.844772306782,Michael Jones
2019,Mar,Customer 217,Product C,27,59.062739570746025,1594.6939684101426,Laura Miller
2019,Mar,Customer 417,Product B,99,17.715951286060154,1753.8791773199553,John Davis
2019,Mar,Customer 405,Product D,81,55.762896127798996,4516.794586351719,Sarah Thompson
2019,Mar,Customer 133,Product C,53,60.58920557091984,3211.2278952587512,David Smith
2019,Mar,Customer 53,Product E,74,85.71650211435409,6343.021156462202,Daniel Anderson
2019,Mar,Customer 145,Product E,78,24.479306208119866,1909.3858842333495,Joshua Johnson
2019,Mar,Customer 1,Product C,45,62.586590272833604,2816.396562277512,James Williams
2019,Mar,Customer 446,Product A,32,9.455164440165891,302.5652620853085,Joseph Taylor
2019,Mar,Customer 95,Product B,34,50.24001619495635,1708.1605506285157,Michael Williams
2019,Mar,Customer 259,Product C,50,85.95724253026131,4297.862126513066,David Johnson
2019,Mar,Customer 54,Product D,5,13.398781219736424,66.99390609868212,John Miller
2019,Mar,Customer 251,Product A,17,17.73144670281087,301.43459394778483,Sophia Anderson
2019,Mar,Customer 303,Product E,85,65.73932891255302,5587.842957567007,Jessica Jones
2019,Mar,Customer 75,Product C,38,63.64005264924274,2418.322000671224,Joshua Martinez
2019,Mar,Customer 226,Product B,98,65.48121055411684,6417.1586343034505,Ashley Williams
2019,Mar,Customer 335,Product C,51,90.8950759769061,4635.648874822211,Emily Wilson
2019,Mar,Customer 308,Product A,38,47.83649250452992,1817.786715172137,Megan Jones
2019,Mar,Customer 335,Product D,30,64.09823652164798,1922.9470956494392,James Martin
2019,Mar,Customer 51,Product A,5,80.66481868901835,403.32409344509176,Michael Miller
2019,Mar,Customer 138,Product A,74,78.04718542496276,5775.491721447244,Jane Smith
2019,Mar,Customer 340,Product E,34,63.97654002009867,2175.2023606833545,John Davis
2019,Mar,Customer 450,Product E,43,27.81383378392834,1195.9948527089186,Joshua Miller
2019,Mar,Customer 371,Product A,23,17.164354700988383,394.7801581227328,Chris Garcia
2019,Mar,Customer 95,Product C,16,65.8831007563054,1054.1296121008863,Matthew Smith
2019,Mar,Customer 360,Product D,56,44.10781536396517,2470.0376603820496,Laura Moore
2019,Mar,Customer 352,Product C,27,68.41798515949759,1847.285599306435,Joseph Smith
2019,Mar,Customer 434,Product E,51,8.882518545315492,453.00844581109004,John Miller
2019,Mar,Customer 5,Product B,92,38.02382537585493,3498.1919345786537,Emily Thomas
2019,Mar,Customer 22,Product E,70,16.460407754557075,1152.2285428189953,Rachel White
2019,Mar,Customer 233,Product D,90,89.95063997511295,8095.557597760166,Laura White
2019,Mar,Customer 433,Product B,45,35.55036264460276,1599.7663190071241,David Jones
2019,Mar,Customer 282,Product A,47,64.65053700163624,3038.575239076903,Jane Garcia
2019,Mar,Customer 239,Product C,63,40.842166697996895,2573.056501973804,Rachel Moore
2019,Mar,Customer 337,Product B,36,81.58912158034083,2937.20837689227,Chris Moore
2019,Mar,Customer 113,Product C,52,24.88818571698748,1294.185657283349,Sarah Robinson
2019,Mar,Customer 127,Product B,28,40.04679575912838,1121.3102812555946,Rachel Robinson
2019,Mar,Customer 216,Product B,26,8.484904274606802,220.60751113977685,Megan Jones
2019,Mar,Customer 312,Product C,7,70.28072301331646,491.96506109321524,Rachel Jones
2019,Mar,Customer 407,Product C,18,47.50417484822819,855.0751472681075,Jessica Williams
2019,Mar,Customer 227,Product C,15,14.962570820585686,224.4385623087853,Megan Harris
2019,Mar,Customer 119,Product E,28,6.906763788884005,193.38938608875213,Sarah Garcia
2019,Mar,Customer 441,Product A,86,36.112248456901895,3105.653367293563,Michael Davis
2019,Mar,Customer 300,Product A,17,37.578052106434725,638.8268858093903,Andrew Thomas
2019,Mar,Customer 25,Product D,10,79.97126766769713,799.7126766769713,Chris Miller
2019,Mar,Customer 109,Product B,86,60.749906211983514,5224.491934230582,Andrew Miller
2019,Mar,Customer 264,Product A,83,40.983399465372486,3401.622155625916,Matthew Williams
2019,Mar,Customer 101,Product D,26,62.71774611788942,1630.661399065125,Matthew Williams
2019,Mar,Customer 443,Product C,70,62.54860783890428,4378.402548723299,Jane Jones
2019,Mar,Customer 289,Product E,22,26.40661578269018,580.9455472191839,Joseph Davis
2019,Mar,Customer 70,Product D,94,22.723867284874046,2136.04352477816,James Davis
2019,Mar,Customer 318,Product A,3,54.82858200917419,164.48574602752257,Jane Thompson
2019,Mar,Customer 40,Product E,36,99.73927580299747,3590.6139289079088,Michael Thomas
2019,Mar,Customer 6,Product B,84,97.09969116116004,8156.374057537443,Ashley Johnson
2019,Mar,Customer 4,Product A,94,21.234320802056253,1996.0261553932878,Chris Taylor
2019,Mar,Customer 435,Product A,66,57.89247483632333,3820.90333919734,Laura Moore
2019,Mar,Customer 392,Product B,51,84.66534307674935,4317.932496914217,Matthew Taylor
2019,Mar,Customer 133,Product B,68,45.41646166855959,3088.319393462052,Jessica Anderson
2019,Mar,Customer 225,Product D,12,15.909498350224336,190.91398020269202,Emily White
2019,Mar,Customer 90,Product E,11,93.54136251440875,1028.9549876584963,Joseph Robinson
2019,Mar,Customer 333,Product C,3,9.923235998130556,29.769707994391666,Jane Taylor
2019,Mar,Customer 178,Product B,5,11.020622194912935,55.10311097456467,Michael Miller
2019,Mar,Customer 172,Product B,13,70.03429704858416,910.4458616315942,David Smith
2019,Mar,Customer 84,Product A,63,69.74275861127327,4393.793792510216,Sarah Smith
2019,Mar,Customer 273,Product A,75,49.950789099929764,3746.3091824947323,Sarah White
2019,Mar,Customer 38,Product C,94,15.136428760776425,1422.824303512984,Ashley Johnson
2019,Mar,Customer 69,Product D,50,16.80823623112675,840.4118115563374,Sarah Martinez
2019,Mar,Customer 376,Product C,9,24.47517195505754,220.27654759551785,Laura Miller
2019,Mar,Customer 483,Product C,1,75.40646168255562,75.40646168255562,Matthew Harris
2019,Mar,Customer 406,Product D,64,79.24387576638442,5071.608049048603,James White
2019,Mar,Customer 267,Product A,14,80.95602743735398,1133.3843841229557,James Johnson
2019,Mar,Customer 291,Product E,37,82.3845984219813,3048.2301416133078,Jane Thomas
2019,Mar,Customer 379,Product B,62,39.088895991732734,2423.5115514874296,Andrew Thompson
2019,Mar,Customer 237,Product B,89,69.88329602462758,6219.613346191855,Ashley Martin
2019,Mar,Customer 328,Product C,38,56.27920088189014,2138.6096335118255,Sarah Thompson
2019,Apr,Customer 63,Product A,25,38.75943292274761,968.9858230686901,Chris Thomas
2019,Apr,Customer 495,Product B,78,11.328815677127611,883.6476228159537,Jessica Garcia
2019,Apr,Customer 104,Product C,39,16.105313867294587,628.1072408244889,Chris Davis
2019,Apr,Customer 134,Product C,7,74.40216799688363,520.8151759781854,Daniel Harris
2019,Apr,Customer 42,Product D,15,88.46976596047664,1327.0464894071495,Laura Thompson
2019,Apr,Customer 289,Product D,94,89.91979538984097,8452.460766645052,Joshua Thomas
2019,Apr,Customer 420,Product E,38,76.47829640368816,2906.17526334015,Daniel Harris
2019,Apr,Customer 485,Product C,55,18.597158627104612,1022.8437244907536,Ashley Smith
2019,Apr,Customer 196,Product B,10,51.92824127743195,519.2824127743195,Joseph Smith
2019,Apr,Customer 330,Product A,38,55.9657283910365,2126.697678859387,Matthew Wilson
2019,Apr,Customer 303,Product D,88,62.37599784688869,5489.0878105262045,Matthew Martin
2019,Apr,Customer 15,Product E,8,19.242155598133508,153.93724478506806,Jane Jackson
2019,Apr,Customer 47,Product D,76,78.32878815683328,5952.98789991933,Megan Williams
2019,Apr,Customer 411,Product C,36,56.55882211802164,2036.117596248779,Matthew Martinez
2019,Apr,Customer 299,Product C,69,83.54588864186243,5764.666316288508,Matthew Martinez
2019,Apr,Customer 254,Product B,38,26.598343387848768,1010.7370487382532,Emily Martinez
2019,Apr,Customer 23,Product B,46,63.42027499950217,2917.3326499770997,Megan Davis
2019,Apr,Customer 218,Product E,62,14.575487286509217,903.6802117635715,Joshua Jones
2019,Apr,Customer 481,Product D,43,93.55123683594317,4022.7031839455562,Emily Miller
2019,Apr,Customer 356,Product D,5,92.6374412118431,463.1872060592155,David Martin
2019,Apr,Customer 328,Product B,92,40.571360123440094,3732.5651313564886,Rachel Brown
2019,Apr,Customer 393,Product C,29,14.903461774921903,432.2003914727352,Andrew Jones
2019,Apr,Customer 297,Product C,23,16.66702427534471,383.3415583329283,Matthew Martinez
2019,Apr,Customer 101,Product E,90,84.69531821236374,7622.578639112737,David Thomas
2019,Apr,Customer 182,Product A,1,87.64015439590219,87.64015439590219,Daniel Thompson
2019,Apr,Customer 55,Product C,40,62.74996741045457,2509.998696418183,Jane Martin
2019,Apr,Customer 431,Product A,53,36.843737956360584,1952.7181116871109,David Garcia
2019,Apr,Customer 436,Product A,26,36.6824213106587,953.7429540771261,David Smith
2019,Apr,Customer 63,Product D,25,87.0342233582309,2175.8555839557725,Michael Anderson
2019,Apr,Customer 294,Product B,7,37.96055418014163,265.7238792609914,Andrew Williams
2019,Apr,Customer 418,Product C,17,60.77148129297389,1033.1151819805561,Matthew Jones
2019,Apr,Customer 443,Product D,51,28.58151206192943,1457.657115158401,Sarah Jones
2019,Apr,Customer 25,Product D,70,8.218520223426523,575.2964156398566,Megan Miller
2019,Apr,Customer 161,Product A,29,60.155893276414126,1744.5209050160097,James Jones
2019,Apr,Customer 150,Product B,28,25.204674512416496,705.7308863476619,Matthew Moore
2019,Apr,Customer 49,Product A,84,48.60395386161624,4082.732124375764,Daniel Martinez
2019,Apr,Customer 148,Product D,63,99.703053925365,6281.292397297995,Michael Thomas
2019,Apr,Customer 49,Product A,96,11.37226535190061,1091.7374737824587,James Robinson
2019,Apr,Customer 215,Product C,56,90.31515749686781,5057.648819824597,James Thompson
2019,Apr,Customer 32,Product E,49,8.472218445569013,415.1387038328816,Ashley Martin
2019,Apr,Customer 286,Product C,18,32.9342445259923,592.8164014678614,Laura Jones
2019,Apr,Customer 371,Product B,66,55.773309669438454,3681.038438182938,Laura Robinson
2019,Apr,Customer 113,Product B,94,58.1658314742807,5467.588158582386,Hannah Moore
2019,Apr,Customer 319,Product D,1,36.76446707449581,36.76446707449581,Andrew Moore
2019,Apr,Customer 55,Product C,32,30.868676198428446,987.7976383497103,David Thomas
2019,Apr,Customer 467,Product B,97,7.411703787732762,718.9352674100779,Sophia White
2019,Apr,Customer 476,Product B,7,67.59777448146437,473.18442137025056,Rachel Martinez
2019,Apr,Customer 321,Product A,67,26.952105675866783,1805.7910802830745,Michael Anderson
2019,Apr,Customer 443,Product E,72,14.890315288534515,1072.1027007744851,Sophia Martinez
2019,Apr,Customer 239,Product E,67,89.30874583878278,5983.685971198446,Sarah Robinson
2019,Apr,Customer 92,Product B,35,28.101358144948136,983.5475350731848,Sarah Williams
2019,Apr,Customer 78,Product C,16,42.73243531375321,683.7189650200513,Laura Jackson
2019,Apr,Customer 165,Product E,14,32.84903437479626,459.8864812471477,Daniel Davis
2019,Apr,Customer 432,Product B,7,65.15787361654125,456.1051153157888,Andrew Martin
2019,Apr,Customer 161,Product E,19,16.66380451795731,316.6122858411889,Chris Jackson
2019,Apr,Customer 403,Product D,29,45.0353323062873,1306.0246368823318,Joshua Johnson
2019,Apr,Customer 2,Product A,47,64.35232074910886,3024.559075208116,Jessica Smith
2019,Apr,Customer 11,Product B,2,39.4906251585336,78.9812503170672,Andrew Harris
2019,Apr,Customer 119,Product D,20,64.29414624566773,1285.8829249133546,Ashley Miller
2019,Apr,Customer 422,Product A,98,86.80146189759856,8506.54326596466,Chris Robinson
2019,Apr,Customer 355,Product D,86,79.07708360486292,6800.629190018211,Rachel Thompson
2019,Apr,Customer 81,Product B,30,51.3059638337038,1539.178915011114,James Harris
2019,Apr,Customer 494,Product A,81,30.52434914156988,2472.47228046716,Sophia Martin
2019,Apr,Customer 40,Product B,25,29.499330116154216,737.4832529038554,Michael Davis
2019,Apr,Customer 246,Product C,4,17.566240056906388,70.26496022762555,Matthew Smith
2019,Apr,Customer 29,Product E,98,30.869196019340052,3025.181209895325,Ashley Johnson
2019,Apr,Customer 75,Product B,85,82.43017069823343,7006.5645093498415,Jane Harris
2019,Apr,Customer 41,Product B,17,43.49856836263043,739.4756621647173,Megan Moore
2019,Apr,Customer 486,Product B,76,24.610020817257304,1870.3615821115552,Michael Jones
2019,Apr,Customer 362,Product E,27,90.50177097556998,2443.5478163403895,Andrew Brown
2019,Apr,Customer 134,Product C,40,28.819412753351788,1152.7765101340715,Sophia Robinson
2019,Apr,Customer 237,Product A,53,21.660271469227713,1147.9943878690688,Chris Taylor
2019,Apr,Customer 173,Product A,26,43.41624264715731,1128.8223088260902,Rachel Thomas
2019,Apr,Customer 190,Product B,46,9.46176684363023,435.24127480699053,Ashley Anderson
2019,Apr,Customer 310,Product C,65,12.865873452887016,836.281774437656,Joshua Davis
